national_number,gen,primary_type,secondary_type,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,evo_length,has_mega_evolution,has_gigantamax,rarity
91,1.0,water,ice,50.2,49.8,1.5,132.5,60.0,5120.0,50.0,95.0,180.0,85.0,45.0,70.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
92,1.0,ghost,poison,50.2,49.8,1.3,0.1,190.0,5120.0,30.0,35.0,30.0,100.0,35.0,80.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,5.0,0.0,0.0,0.0
93,1.0,ghost,poison,50.2,49.8,1.6,0.1,90.0,5120.0,45.0,50.0,45.0,115.0,55.0,95.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,5.0,0.0,0.0,0.0
94,1.0,ghost,poison,50.2,49.8,1.5,40.5,45.0,5120.0,60.0,65.0,60.0,130.0,75.0,110.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,5.0,1.0,1.0,0.0
95,1.0,rock,ground,50.2,49.8,8.8,210.0,45.0,6400.0,35.0,45.0,160.0,30.0,45.0,70.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0
96,1.0,psychic,No secondary type,50.0,50.0,1.0,32.4,190.0,5120.0,60.0,48.0,45.0,43.0,90.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0
97,1.0,psychic,No secondary type,50.0,50.0,1.6,75.6,75.0,5120.0,85.0,73.0,70.0,73.0,115.0,67.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0
98,1.0,water,No secondary type,50.2,49.8,0.4,6.5,225.0,5120.0,30.0,105.0,90.0,25.0,25.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,0.0,0.0,0.0
99,1.0,water,No secondary type,50.2,49.8,1.3,60.0,60.0,5120.0,55.0,130.0,115.0,50.0,50.0,75.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,0.0,1.0,0.0
100,1.0,electric,No secondary type,0.0,0.0,0.5,10.4,190.0,5120.0,40.0,30.0,50.0,55.0,55.0,100.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,0.0,0.0,0.0
101,1.0,electric,No secondary type,0.0,0.0,1.2,66.6,60.0,5120.0,60.0,50.0,70.0,80.0,80.0,150.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,0.0,0.0,0.0
102,1.0,grass,psychic,50.2,49.8,0.4,2.5,90.0,5120.0,60.0,40.0,80.0,60.0,45.0,40.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0
103,1.0,grass,psychic,50.2,49.8,2.0,120.0,45.0,5120.0,95.0,95.0,85.0,125.0,75.0,55.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0
104,1.0,ground,No secondary type,50.2,49.8,0.4,6.5,190.0,5120.0,50.0,50.0,95.0,40.0,50.0,35.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
105,1.0,ground,fire,50.2,49.8,1.0,45.0,75.0,5120.0,60.0,80.0,110.0,50.0,80.0,45.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
106,1.0,fighting,No secondary type,100.0,0.0,1.5,49.8,45.0,6400.0,50.0,120.0,53.0,35.0,110.0,87.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,3.0,0.0,0.0,0.0
107,1.0,fighting,No secondary type,100.0,0.0,1.4,50.2,45.0,6400.0,50.0,105.0,79.0,35.0,110.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,3.0,0.0,0.0,0.0
108,1.0,normal,No secondary type,50.2,49.8,1.2,65.5,45.0,5120.0,90.0,55.0,75.0,60.0,75.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
109,1.0,poison,No secondary type,50.2,49.8,0.6,1.0,190.0,5120.0,40.0,65.0,95.0,60.0,45.0,35.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,3.0,0.0,0.0,0.0
110,1.0,poison,poison,50.2,49.8,1.2,9.5,60.0,5120.0,65.0,90.0,120.0,85.0,70.0,60.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,3.0,0.0,0.0,0.0
111,1.0,ground,rock,50.2,49.8,1.0,115.0,120.0,5120.0,80.0,85.0,95.0,30.0,30.0,25.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0
112,1.0,ground,rock,50.2,49.8,1.9,120.0,60.0,5120.0,105.0,130.0,120.0,45.0,45.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0
113,1.0,normal,No secondary type,0.0,100.0,1.1,34.6,30.0,10240.0,250.0,5.0,5.0,35.0,105.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
114,1.0,grass,No secondary type,50.2,49.8,1.0,35.0,45.0,5120.0,65.0,55.0,115.0,100.0,40.0,60.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
115,1.0,normal,No secondary type,0.0,100.0,2.2,80.0,45.0,5120.0,105.0,95.0,80.0,40.0,80.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
116,1.0,water,No secondary type,50.2,49.8,0.4,8.0,225.0,5120.0,30.0,40.0,70.0,70.0,25.0,60.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
117,1.0,water,No secondary type,50.2,49.8,1.2,25.0,75.0,5120.0,55.0,65.0,95.0,95.0,45.0,85.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
118,1.0,water,No secondary type,50.2,49.8,0.6,15.0,225.0,5120.0,45.0,67.0,60.0,35.0,50.0,63.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,0.0,0.0,0.0
119,1.0,water,No secondary type,50.2,49.8,1.3,39.0,60.0,5120.0,80.0,92.0,65.0,65.0,80.0,68.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,0.0,0.0,0.0
120,1.0,water,No secondary type,0.0,0.0,0.8,34.5,225.0,5120.0,30.0,45.0,55.0,70.0,55.0,85.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,0.0,0.0,0.0
121,1.0,water,psychic,0.0,0.0,1.1,80.0,60.0,5120.0,60.0,75.0,85.0,100.0,85.0,115.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,3.0,0.0,0.0,0.0
122,1.0,psychic,fairy,50.2,49.8,1.3,54.5,45.0,6400.0,40.0,45.0,65.0,100.0,120.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0
123,1.0,bug,flying,50.2,49.8,1.5,56.0,45.0,6400.0,70.0,110.0,80.0,55.0,80.0,105.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
124,1.0,ice,psychic,0.0,100.0,1.4,40.6,45.0,6400.0,65.0,50.0,35.0,115.0,95.0,95.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0
125,1.0,electric,No secondary type,75.49,24.51,1.1,30.0,45.0,6400.0,65.0,83.0,57.0,95.0,85.0,105.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
126,1.0,fire,No secondary type,75.49,24.51,1.3,44.5,45.0,6400.0,65.0,95.0,57.0,100.0,85.0,93.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5.0,0.0,0.0,0.0
127,1.0,bug,No secondary type,50.2,49.8,1.5,55.0,45.0,6400.0,65.0,125.0,100.0,55.0,70.0,85.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
128,1.0,normal,No secondary type,100.0,0.0,1.4,88.4,45.0,5120.0,75.0,100.0,95.0,40.0,70.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
129,1.0,water,No secondary type,50.2,49.8,0.9,10.0,255.0,1280.0,20.0,10.0,55.0,15.0,20.0,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,0.0,0.0,0.0
130,1.0,water,flying,50.2,49.8,6.5,235.0,45.0,1280.0,95.0,125.0,79.0,60.0,100.0,81.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,3.0,1.0,0.0,0.0
131,1.0,water,ice,50.2,49.8,2.5,220.0,45.0,10240.0,130.0,85.0,80.0,85.0,95.0,60.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
132,1.0,normal,No secondary type,0.0,0.0,0.3,4.0,35.0,5120.0,48.0,48.0,48.0,48.0,48.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
133,1.0,normal,No secondary type,88.14,11.86,0.3,6.5,45.0,8960.0,55.0,55.0,50.0,45.0,65.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
134,1.0,water,No secondary type,88.14,11.86,1.0,29.0,45.0,8960.0,130.0,65.0,60.0,110.0,95.0,65.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0
135,1.0,electric,No secondary type,88.14,11.86,0.8,24.5,45.0,8960.0,65.0,65.0,60.0,110.0,95.0,130.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0
136,1.0,fire,No secondary type,88.14,11.86,0.9,25.0,45.0,8960.0,65.0,130.0,60.0,95.0,110.0,65.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0
137,1.0,normal,No secondary type,0.0,0.0,0.8,36.5,45.0,5120.0,65.0,60.0,70.0,85.0,75.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
138,1.0,rock,water,88.14,11.86,0.4,7.5,45.0,7680.0,35.0,40.0,100.0,90.0,55.0,35.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
139,1.0,rock,water,88.14,11.86,1.0,35.0,45.0,7680.0,70.0,60.0,125.0,115.0,70.0,55.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
140,1.0,rock,water,88.14,11.86,0.5,11.5,45.0,7680.0,30.0,80.0,90.0,55.0,45.0,55.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
141,1.0,rock,water,88.14,11.86,1.3,40.5,45.0,7680.0,60.0,115.0,105.0,65.0,70.0,80.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
142,1.0,rock,flying,88.14,11.86,1.8,59.0,45.0,8960.0,80.0,105.0,65.0,60.0,75.0,130.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
143,1.0,normal,No secondary type,88.14,11.86,2.1,460.0,25.0,10240.0,160.0,110.0,65.0,65.0,110.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0
144,1.0,ice,flying,0.0,0.0,1.7,55.4,3.0,20480.0,90.0,85.0,100.0,95.0,125.0,85.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0
145,1.0,electric,flying,0.0,0.0,1.6,52.6,3.0,20480.0,90.0,90.0,85.0,125.0,90.0,100.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0
146,1.0,fire,flying,0.0,0.0,2.0,60.0,3.0,20480.0,90.0,100.0,90.0,125.0,85.0,90.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0
147,1.0,dragon,No secondary type,50.2,49.8,1.8,3.3,45.0,10240.0,41.0,64.0,45.0,50.0,50.0,50.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
148,1.0,dragon,No secondary type,50.2,49.8,4.0,16.5,45.0,10240.0,61.0,84.0,65.0,70.0,70.0,70.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
149,1.0,dragon,flying,50.2,49.8,2.2,210.0,45.0,10240.0,91.0,134.0,95.0,100.0,100.0,80.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
150,1.0,psychic,No secondary type,0.0,0.0,2.0,122.0,3.0,30720.0,106.0,110.0,90.0,154.0,90.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
151,1.0,psychic,No secondary type,0.0,0.0,0.4,4.0,45.0,30720.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0
152,2.0,grass,No secondary type,88.1,11.9,0.9,6.4,45.0,5120.0,45.0,49.0,65.0,49.0,65.0,45.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
153,2.0,grass,No secondary type,88.1,11.9,1.2,15.8,45.0,5120.0,60.0,62.0,80.0,63.0,80.0,60.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
154,2.0,grass,No secondary type,88.1,11.9,1.8,100.5,45.0,5120.0,80.0,82.0,100.0,83.0,100.0,80.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
155,2.0,fire,No secondary type,88.1,11.9,0.5,7.9,45.0,5120.0,39.0,52.0,43.0,60.0,50.0,65.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5.0,0.0,0.0,0.0
156,2.0,fire,No secondary type,88.1,11.9,0.9,19.0,45.0,5120.0,58.0,64.0,58.0,80.0,65.0,80.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5.0,0.0,0.0,0.0
157,2.0,fire,No secondary type,88.1,11.9,1.7,79.5,45.0,5120.0,78.0,84.0,78.0,109.0,85.0,100.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5.0,0.0,0.0,0.0
158,2.0,water,No secondary type,88.1,11.9,0.6,9.5,45.0,5120.0,50.0,65.0,64.0,44.0,48.0,43.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
159,2.0,water,No secondary type,88.1,11.9,1.1,25.0,45.0,5120.0,65.0,80.0,80.0,59.0,63.0,58.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
160,2.0,water,No secondary type,88.1,11.9,2.3,88.8,45.0,5120.0,85.0,105.0,100.0,79.0,83.0,78.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
161,2.0,normal,No secondary type,50.0,50.0,0.8,6.0,255.0,3840.0,35.0,46.0,34.0,35.0,45.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
162,2.0,normal,No secondary type,50.0,50.0,1.8,32.5,90.0,3840.0,85.0,76.0,64.0,45.0,55.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
163,2.0,normal,flying,50.2,49.8,0.7,21.2,255.0,3840.0,60.0,30.0,30.0,36.0,56.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
164,2.0,normal,flying,50.2,49.8,1.6,40.8,90.0,3840.0,100.0,50.0,50.0,86.0,96.0,70.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
165,2.0,bug,flying,50.0,50.0,1.0,10.8,255.0,3840.0,40.0,20.0,30.0,40.0,80.0,55.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
166,2.0,bug,flying,50.0,50.0,1.4,35.6,90.0,3840.0,55.0,35.0,50.0,55.0,110.0,85.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
167,2.0,bug,poison,50.0,50.0,0.5,8.5,255.0,3840.0,40.0,60.0,40.0,40.0,40.0,30.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,3.0,0.0,0.0,0.0
168,2.0,bug,poison,50.0,50.0,1.1,33.5,90.0,3840.0,70.0,90.0,70.0,60.0,70.0,40.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,3.0,0.0,0.0,0.0
169,2.0,poison,flying,50.2,49.8,1.8,75.0,90.0,3840.0,85.0,90.0,80.0,70.0,80.0,130.0,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,5.0,0.0,0.0,0.0
170,2.0,water,electric,50.2,49.8,0.5,12.0,190.0,5120.0,75.0,38.0,38.0,56.0,56.0,67.0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,3.0,0.0,0.0,0.0
171,2.0,water,electric,50.2,49.8,1.2,22.5,75.0,5120.0,125.0,58.0,58.0,76.0,76.0,67.0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,3.0,0.0,0.0,0.0
172,2.0,electric,No secondary type,50.2,49.8,0.3,2.0,190.0,2560.0,20.0,40.0,15.0,35.0,35.0,60.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
173,2.0,fairy,No secondary type,24.9,75.1,0.3,3.0,150.0,2560.0,50.0,25.0,28.0,45.0,55.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,5.0,0.0,0.0,0.0
174,2.0,normal,fairy,24.9,75.1,0.3,1.0,170.0,2560.0,90.0,30.0,15.0,40.0,20.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,5.0,0.0,0.0,0.0
175,2.0,fairy,No secondary type,88.14,11.86,0.3,1.5,190.0,2560.0,35.0,20.0,65.0,40.0,65.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,5.0,0.0,0.0,0.0
176,2.0,fairy,flying,88.14,11.86,0.6,3.2,75.0,2560.0,55.0,40.0,85.0,80.0,105.0,40.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,5.0,0.0,0.0,0.0
177,2.0,psychic,flying,50.2,49.8,0.2,2.0,190.0,5120.0,40.0,50.0,45.0,70.0,45.0,70.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0
178,2.0,psychic,flying,50.2,49.8,1.5,15.0,75.0,5120.0,65.0,75.0,70.0,95.0,70.0,95.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0
179,2.0,electric,No secondary type,50.0,50.0,0.6,7.8,235.0,5120.0,55.0,40.0,40.0,65.0,45.0,35.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
180,2.0,electric,No secondary type,50.0,50.0,0.8,13.3,120.0,5120.0,70.0,55.0,55.0,80.0,60.0,45.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
181,2.0,electric,No secondary type,50.0,50.0,1.4,61.5,45.0,5120.0,90.0,75.0,85.0,115.0,90.0,55.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,1.0,0.0,0.0
